TIME ms, IN1, OUT1
216.797, 0, 0.568359
215.82, 0, 0.570313
214.844, 0, 0.572266
213.867, 0, 0.574219
212.891, 0, 0.576172
211.914, 0, 0.578125
210.938, 0, 0.580078
209.961, 0, 0.582031
208.984, 0, 0.583984
208.008, 0, 0.585937
207.031, 0, 0.587891
206.055, 0, 0.589844
205.078, 0, 0.591797
204.102, 0, 0.59375
203.125, 0, 0.595703
202.148, 0, 0.597656
201.172, 0, 0.599609
200.195, 0, 0.601562
199.219, 0.009766, 0.603516
198.242, 0.009766, 0.605469
197.266, 0.009766, 0.607422
196.289, 0, 0.609375
195.313, 0, 0.611328
194.336, 0, 0.613281
193.359, 0, 0.615234
192.383, 0, 0.617188
191.406, 0, 0.619141
190.43, 0, 0.621094
189.453, 0, 0.623047
188.477, 0, 0.625
187.5, 0, 0.626953
186.523, 0, 0.628906
185.547, 0, 0.630859
184.57, 0, 0.632812
183.594, 0, 0.634766
182.617, 0, 0.636719
181.641, 0, 0.638672
180.664, 0, 0.640625
179.688, 0.009766, 0.642578
178.711, 0.009766, 0.644531
177.734, 0.009766, 0.646484
176.758, 0.009766, 0.648437
175.781, 0, 0.650391
174.805, 0, 0.652344
173.828, 0, 0.654297
172.852, 0, 0.65625
171.875, 0, 0.658203
170.898, 0, 0.660156
169.922, 0, 0.662109
168.945, 0, 0.664062
167.969, 0, 0.666016
166.992, 0, 0.667969
166.016, 0, 0.669922
165.039, 0, 0.671875
164.063, 0, 0.673828
163.086, 0, 0.675781
162.109, 0, 0.677734
161.133, 0, 0.679688
160.156, 0, 0.681641
159.18, 0.009766, 0.683594
158.203, 0.009766, 0.685547
157.227, 0.009766, 0.6875
156.25, 0, 0.689453
155.273, 0, 0.691406
154.297, 0, 0.693359
153.32, 0, 0.695312
152.344, 0, 0.697266
151.367, 0, 0.699219
150.391, 0, 0.701172
149.414, 0, 0.703125
148.438, 0, 0.705078
147.461, 0, 0.707031
146.484, 0, 0.708984
145.508, 0, 0.710938
144.531, 0, 0.712891
143.555, 0, 0.714844
142.578, 0, 0.716797
141.602, 0, 0.71875
140.625, 0, 0.720703
139.648, 0.009766, 0.722656
138.672, 0.009766, 0.724609
137.695, 0.009766, 0.726563
136.719, 0, 0.728516
135.742, 0, 0.730469
134.766, 0, 0.732422
133.789, 0, 0.734375
132.813, 0, 0.736328
131.836, 0, 0.738281
130.859, 0, 0.740234
129.883, 0, 0.742188
128.906, 0, 0.744141
127.93, 0, 0.746094
126.953, 0, 0.748047
125.977, 0, 0.75
125, 0, 0.751953
124.023, 0, 0.753906
123.047, 0, 0.755859
122.07, 0, 0.757812
121.094, 0, 0.759766
120.117, 0.009766, 0.761719
119.141, 0.009766, 0.763672
118.164, 0.009766, 0.765625
117.188, 0.009766, 0.767578
116.211, 0, 0.769531
115.234, 0, 0.771484
114.258, 0, 0.773438
113.281, 0, 0.775391
112.305, 0, 0.777344
111.328, 0, 0.779297
110.352, 0, 0.78125
109.375, 0, 0.783203
108.398, 0, 0.785156
107.422, 0, 0.787109
106.445, 0, 0.789062
105.469, 0, 0.791016
104.492, 0, 0.792969
103.516, 0, 0.794922
102.539, 0, 0.796875
101.563, 0, 0.798828
100.586, 0, 0.800781
99.609, 0.009766, 0.802734
98.633, 0.009766, 0.804687
97.656, 0.009766, 0.806641
96.68, 0.009766, 0.808594
95.703, 0, 0.810547
94.727, 0, 0.8125
93.75, 0, 0.814453
92.773, 0, 0.816406
91.797, 0, 0.818359
90.82, 0, 0.820312
89.844, 0, 0.822266
88.867, 0, 0.824219
87.891, 0, 0.826172
86.914, 0, 0.828125
85.938, 0, 0.830078
84.961, 0, 0.832031
83.984, 0, 0.833984
83.008, 0, 0.835937
82.031, 0, 0.837891
81.055, 0, 0.839844
80.078, 0.009766, 0.841797
79.102, 0.009766, 0.84375
78.125, 0.009766, 0.845703
77.148, 0.009766, 0.847656
76.172, 0.009766, 0.849609
75.195, 0, 0.851562
74.219, 0, 0.853516
73.242, 0, 0.855469
72.266, 0, 0.857422
71.289, 0, 0.859375
70.313, 0, 0.861328
69.336, 0, 0.863281
68.359, 0, 0.865234
67.383, 0, 0.867188
66.406, 0, 0.869141
65.43, 0, 0.871094
64.453, 0, 0.873047
63.477, 0, 0.875
62.5, 0, 0.876953
61.523, 0, 0.878906
60.547, 0, 0.880859
59.57, 0.009766, 0.882812
58.594, 0.009766, 0.884766
57.617, 0.009766, 0.886719
56.641, 0, 0.888672
55.664, 0, 0.890625
54.688, 0, 0.892578
53.711, 0, 0.894531
52.734, 0, 0.896484
51.758, 0, 0.898438
50.781, 0, 0.900391
49.805, 0, 0.902344
48.828, 0, 0.904297
47.852, 0, 0.90625
46.875, 0, 0.908203
45.898, 0, 0.910156
44.922, 0, 0.912109
43.945, 0, 0.914062
42.969, 0, 0.916016
41.992, 0, 0.917969
41.016, 0, 0.919922
40.039, 0.009766, 0.921875
39.063, 0.009766, 0.923828
38.086, 0.009766, 0.925781
37.109, 0.009766, 0.927734
36.133, 0.009766, 0.929688
35.156, 0, 0.931641
34.18, 0, 0.933594
33.203, 0, 0.935547
32.227, 0, 0.9375
31.25, 0, 0.939453
30.273, 0, 0.941406
29.297, 0, 0.943359
28.32, 0, 0.945312
27.344, 0, 0.947266
26.367, 0, 0.949219
25.391, 0, 0.951172
24.414, 0, 0.953125
23.438, 0, 0.955078
22.461, 0, 0.957031
21.484, 0, 0.958984
20.508, 0, 0.960938
19.531, 0.009766, 0.962891
18.555, 0.009766, 0.964844
17.578, 0.009766, 0.966797
16.602, 0.009766, 0.96875
15.625, 0, 0.970703
14.648, 0, 0.972656
13.672, 0, 0.974609
12.695, 0, 0.976562
11.719, 0, 0.978516
10.742, 0, 0.980469
9.766, 0, 0.982422
8.789, 0.009766, 0.984375
7.813, 0, 0.986328
6.836, 0, 0.988281
5.859, 0, 0.990234
4.883, 0, 0.992187
3.906, 0, 0.994141
2.93, 0, 0.996094
1.953, 0, 0.998047
0.977, 0, 1
0, 0.009766, 1.001953
-0.977, 0.009766, 1.003906
-1.953, 0.009766, 1.005859
-2.93, 0.009766, 1.007812
-3.906, 0.009766, 1.009766
-4.883, 0, 1.011719
-5.859, 0, 1.013672
-6.836, 0, 1.015625
-7.813, 0, 1.017578
-8.789, 0, 1.019531
-9.766, 0, 1.021484
-10.742, 0, 1.023438
-11.719, 0, 1.025391
-12.695, 0, 1.027344
-13.672, 0, 1.029297
-14.648, 0, 1.03125
-15.625, 0, 1.033203
-16.602, 0, 1.035156
-17.578, 0, 1.037109
-18.555, 0, 1.039062
-19.531, 0, 1.041016
-20.508, 0.009766, 1.042969
-21.484, 0.009766, 1.044922
-22.461, 0.009766, 1.046875
-23.438, 0.009766, 1.048828
-24.414, 0, 1.050781
-25.391, 0, 1.052734
-26.367, 0, 1.054688
-27.344, 0, 1.056641
-28.32, 0, 1.058594
-29.297, 0, 1.060547
-30.273, 0, 1.0625
-31.25, 0, 1.064453
-32.227, 0, 1.066406
-33.203, 0, 1.068359
-34.18, 0, 1.070312
-35.156, 0, 1.072266
-36.133, 0, 1.074219
-37.109, 0, 1.076172
-38.086, 0, 1.078125
-39.063, 0, 1.080078
-40.039, 0.009766, 1.082031
-41.016, 0.009766, 1.083984
-41.992, 0.009766, 1.085938
-42.969, 0.009766, 1.087891
-43.945, 0, 1.089844
-44.922, 0, 1.091797
-45.898, 0, 1.09375
-46.875, 0, 1.095703
-47.852, 0, 1.097656
-48.828, 0, 1.099609
-49.805, 0, 1.101562
-50.781, 0, 1.103516
-51.758, 0, 1.105469
-52.734, 0, 1.107422
-53.711, 0, 1.109375
-54.688, 0, 1.111328
-55.664, 0, 1.113281
-56.641, 0, 1.115234
-57.617, 0, 1.117188
-58.594, 0, 1.119141
-59.57, 0, 1.121094
-60.547, 0.009766, 1.123047
-61.523, 0.009766, 1.125
-62.5, 0.009766, 1.126953
-63.477, 0, 1.128906
-64.453, 0, 1.130859
-65.43, 0, 1.132812
-66.406, 0, 1.134766
-67.383, 0, 1.136719
-68.359, 0, 1.138672
-69.336, 0, 1.140625
-70.313, 0, 1.142578
-71.289, 0, 1.144531
-72.266, 0, 1.146484
-73.242, 0, 1.148438
-74.219, 0, 1.150391
-75.195, 0, 1.152344
-76.172, 0, 1.154297
-77.148, 0, 1.15625
-78.125, 0, 1.158203
-79.102, 0, 1.160156
-80.078, 0.009766, 1.162109
-81.055, 0.009766, 1.164062
-82.031, 0.009766, 1.166016
-83.008, 0.009766, 1.167969
-83.984, 0.009766, 1.169922
-84.961, 0, 1.171875
-85.938, 0, 1.173828
-86.914, 0, 1.175781
-87.891, 0, 1.177734
-88.867, 0, 1.179688
-89.844, 0, 1.181641
-90.82, 0, 1.183594
-91.797, 0, 1.185547
-92.773, 0, 1.1875
-93.75, 0, 1.189453
-94.727, 0, 1.191406
-95.703, 0, 1.193359
-96.68, 0, 1.195312
-97.656, 0, 1.197266
-98.633, 0, 1.199219
-99.609, 0, 1.201172
-100.586, 0.009766, 1.203125
-101.563, 0.009766, 1.205078
-102.539, 0.009766, 1.207031
-103.516, 0.009766, 1.208984
-104.492, 0, 1.210938
-105.469, 0, 1.212891
-106.445, 0, 1.214844
-107.422, 0, 1.216797
-108.398, 0, 1.21875
-109.375, 0, 1.220703
-110.352, 0, 1.222656
-111.328, 0, 1.224609
-112.305, 0, 1.226562
-113.281, 0, 1.228516
-114.258, 0, 1.230469
-115.234, 0, 1.232422
-116.211, 0, 1.234375
-117.188, 0, 1.236328
-118.164, 0, 1.238281
-119.141, 0, 1.240234
-120.117, 0.009766, 1.242188
-121.094, 0.009766, 1.244141
-122.07, 0.009766, 1.246094
-123.047, 0.009766, 1.248047
-124.023, 0, 1.25
-125, 0, 1.251953
-125.977, 0, 1.253906
-126.953, 0, 1.255859
-127.93, 0, 1.257812
-128.906, 0, 1.259766
-129.883, 0, 1.261719
-130.859, 0, 1.263672
-131.836, 0, 1.265625
-132.813, 0, 1.267578
-133.789, 0, 1.269531
-134.766, 0, 1.271484
-135.742, 0, 1.273438
-136.719, 0, 1.275391
-137.695, 0, 1.277344
-138.672, 0, 1.279297
-139.648, 0.009766, 1.28125
-140.625, 0.009766, 1.283203
-141.602, 0.009766, 1.285156
-142.578, 0.009766, 1.287109
-143.555, 0, 1.289062
-144.531, 0, 1.291016
-145.508, 0, 1.292969
-146.484, 0, 1.294922
-147.461, 0, 1.296875
-148.438, 0, 1.298828
-149.414, 0, 1.300781
-150.391, 0, 1.302734
-151.367, 0, 1.304688
-152.344, 0, 1.306641
-153.32, 0, 1.308594
-154.297, 0, 1.310547
-155.273, 0, 1.3125
-156.25, 0, 1.314453
-157.227, 0, 1.316406
-158.203, 0, 1.318359
-159.18, 0, 1.320312
-160.156, 0.009766, 1.322266
-161.133, 0.009766, 1.324219
-162.109, 0.009766, 1.326172
-163.086, 0.009766, 1.328125
-164.063, 0.009766, 1.330078
-165.039, 0, 1.332031
-166.016, 0, 1.333984
-166.992, 0, 1.335938
-167.969, 0, 1.337891
-168.945, 0, 1.339844
-169.922, 0, 1.341797
-170.898, 0, 1.34375
-171.875, 0, 1.345703
-172.852, 0, 1.347656
-173.828, 0, 1.349609
-174.805, 0, 1.351562
-175.781, 0, 1.353516
-176.758, 0, 1.355469
-177.734, 0, 1.357422
-178.711, 0, 1.359375
-179.688, 0, 1.361328
-180.664, 0.009766, 1.363281
-181.641, 0.009766, 1.365234
-182.617, 0.009766, 1.367188
-183.594, 0.009766, 1.369141
-184.57, 0, 1.371094
-185.547, 0, 1.373047
-186.523, 0, 1.375
-187.5, 0, 1.376953
-188.477, 0, 1.378906
-189.453, 0, 1.380859
-190.43, 0, 1.382812
-191.406, 0, 1.384766
-192.383, 0, 1.386719
-193.359, 0, 1.388672
-194.336, 0, 1.390625
-195.313, 0, 1.392578
-196.289, 0, 1.394531
-197.266, 0, 1.396484
-198.242, 0, 1.398438
-199.219, 0, 1.400391
-200.195, 0.009766, 1.402344
-201.172, 0.009766, 1.404297
-202.148, 0.009766, 1.40625
-203.125, 0.009766, 1.408203
-204.102, 0, 1.410156
-205.078, 0, 1.412109
-206.055, 0, 1.414062
-207.031, 0, 1.416016
-208.008, 0, 1.417969
-208.984, 0, 1.419922
-209.961, 0, 1.421875
-210.938, 0, 1.423828
-211.914, 0, 1.425781
-212.891, 0, 1.427734
-213.867, 0, 1.429688
-214.844, 0, 1.431641
-215.82, 0, 1.433594
-216.797, 0, 1.435547
-217.773, 0, 1.4375
-218.75, 0, 1.439453
-219.727, 0.009766, 1.441406
-220.703, 0.009766, 1.443359
-221.68, 0, 1.445312
-222.656, 0.009766, 1.447266
-223.633, 0, 1.449219
-224.609, 0, 1.451172
-225.586, 0, 1.453125
-226.563, 0, 1.455078
-227.539, 0, 1.457031
-228.516, 0, 1.458984
-229.492, 0, 1.460938
-230.469, 0, 1.462891
-231.445, 0, 1.464844
-232.422, 0, 1.466797
-233.398, 0, 1.46875
-234.375, 0, 1.470703
-235.352, 0, 1.472656
-236.328, 0, 1.474609
-237.305, 0, 1.476562
-238.281, 0, 1.478516
-239.258, 0, 1.480469
-240.234, 0.009766, 1.482422
-241.211, 0.009766, 1.484375
-242.188, 0.009766, 1.486328
-243.164, 0.009766, 1.488281
-244.141, 0, 1.490234
-245.117, 0, 1.492188
-246.094, 0, 1.494141
-247.07, 0, 1.496094
-248.047, 0, 1.498047
-249.023, 0, 1.5
-250, 0, 1.501953
-250.977, 0, 1.503906
-251.953, 0, 1.505859
-252.93, 0, 1.507812
-253.906, 0, 1.509766
-254.883, 0, 1.511719
-255.859, 0, 1.513672
-256.836, 0, 1.515625
-257.813, 0, 1.517578
-258.789, 0, 1.519531
-259.766, 0.009766, 1.521484
-260.742, 0.009766, 1.523438
-261.719, 0, 1.525391
-262.695, 0, 1.527344
-263.672, 0, 1.529297
-264.648, 0, 1.53125
-265.625, 0, 1.533203
-266.602, 0, 1.535156
-267.578, 0, 1.537109
-268.555, 0, 1.539062
-269.531, 0, 1.541016
-270.508, 0, 1.542969
-271.484, 0, 1.544922
-272.461, 0, 1.546875
-273.438, 0, 1.548828
-274.414, 0, 1.550781
-275.391, 0, 1.552734
-276.367, 0, 1.554688
-277.344, 0, 1.556641
-278.32, 0, 1.558594
-279.297, 0, 1.560547
-280.273, 0.009766, 1.5625
-281.25, 0.009766, 1.564453
-282.227, 0.009766, 1.566406
-283.203, 0.009766, 1.568359
-284.18, 0, 1.570312
-285.156, 0, 1.572266
-286.133, 0, 1.574219
-287.109, 0, 1.576172
-288.086, 0, 1.578125
-289.063, 0, 1.580078
-290.039, 0, 1.582031
-291.016, 0, 1.583984
-291.992, 0, 1.585938
-292.969, 0, 1.587891
-293.945, 0, 1.589844
-294.922, 0, 1.591797
-295.898, 0, 1.59375
-296.875, 0, 1.595703
-297.852, 0, 1.597656
-298.828, 0, 1.599609
-299.805, 0.009766, 1.601562
-300.781, 0.009766, 1.603516
-301.758, 0.009766, 1.605469
-302.734, 0.009766, 1.607422
-303.711, 0.009766, 1.609375
-304.688, 0, 1.611328
-305.664, 0, 1.613281
-306.641, 0, 1.615234
-307.617, 0, 1.617188
-308.594, 0, 1.619141
-309.57, 0, 1.621094
-310.547, 0, 1.623047
-311.523, 0.009766, 1.625
-312.5, 0, 1.626953
-313.477, 0, 1.628906
-314.453, 0, 1.630859
-315.43, 0.009766, 1.632812
-316.406, 0, 1.634766
-317.383, 0.009766, 1.636719
-318.359, 0, 1.638672
-319.336, 0.009766, 1.640625
-320.313, 0.009766, 1.642578
-321.289, 0.009766, 1.644531
-322.266, 0.009766, 1.646484
-323.242, 0.009766, 1.648438
-324.219, 0.009766, 1.650391
-325.195, 0, 1.652344
-326.172, 0, 1.654297
-327.148, 0, 1.65625
-328.125, 0, 1.658203
-329.102, 0, 1.660156
-330.078, 0, 1.662109
-331.055, 0.009766, 1.664062
-332.031, 0.009766, 1.666016
-333.008, 0.009766, 1.667969
-333.984, 0.009766, 1.669922
-334.961, 0.009766, 1.671875
-335.938, 0.009766, 1.673828
-336.914, 0.009766, 1.675781
-337.891, 0.009766, 1.677734
-338.867, 0.009766, 1.679688
-339.844, 0.009766, 1.681641
-340.82, 0.009766, 1.683594
-341.797, 0.009766, 1.685547
-342.773, 0.009766, 1.6875
-343.75, 0.009766, 1.689453
-344.727, 0.009766, 1.691406
-345.703, 0.009766, 1.693359
-346.68, 0.009766, 1.695312
-347.656, 0.009766, 1.697266
-348.633, 0.009766, 1.699219
-349.609, 0.009766, 1.701172
-350.586, 0.009766, 1.703125
-351.563, 0.009766, 1.705078
-352.539, 0.009766, 1.707031
-353.516, 0.009766, 1.708984
-354.492, 0.009766, 1.710938
-355.469, 0.009766, 1.712891
-356.445, 0.009766, 1.714844
-357.422, 0.009766, 1.716797
-358.398, 0.009766, 1.71875
-359.375, 0.009766, 1.720703
-360.352, 0.009766, 1.722656
-361.328, 0.009766, 1.724609
-362.305, 0.009766, 1.726562
-363.281, 0.009766, 1.728516
-364.258, 0.009766, 1.730469
-365.234, 0.009766, 1.732422
-366.211, 0.009766, 1.734375
-367.188, 0.009766, 1.736328
-368.164, 0.009766, 1.738281
-369.141, 0.009766, 1.740234
-370.117, 0.009766, 1.742188
-371.094, 0.019531, 1.744141
-372.07, 0.019531, 1.746094
-373.047, 0.019531, 1.748047
-374.023, 0.019531, 1.75
-375, 0.019531, 1.751953
-375.977, 0.019531, 1.753906
-376.953, 0.019531, 1.755859
-377.93, 0.019531, 1.757812
-378.906, 0.019531, 1.759766
-379.883, 0.019531, 1.761719
-380.859, 0.019531, 1.763672
-381.836, 0.019531, 1.765625
-382.813, 0.019531, 1.767578
-383.789, 0.019531, 1.769531
-384.766, 0.019531, 1.771484
-385.742, 0.019531, 1.773438
-386.719, 0.029297, 1.775391
-387.695, 0.029297, 1.777344
-388.672, 0.029297, 1.779297
-389.648, 0.029297, 1.78125
-390.625, 0.029297, 1.783203
-391.602, 0.029297, 1.785156
-392.578, 0.029297, 1.787109
-393.555, 0.029297, 1.789062
-394.531, 0.039062, 1.791016
-395.508, 0.039062, 1.792969
-396.484, 0.039062, 1.794922
-397.461, 0.039062, 1.796875
-398.438, 0.039062, 1.798828
-399.414, 0.039062, 1.800781
-400.391, 0.048828, 1.802734
-401.367, 0.048828, 1.804688
-402.344, 0.048828, 1.806641
-403.32, 0.048828, 1.808594
-404.297, 0.048828, 1.810547
-405.273, 0.048828, 1.8125
-406.25, 0.058594, 1.814453
-407.227, 0.058594, 1.816406
-408.203, 0.058594, 1.818359
-409.18, 0.058594, 1.820312
-410.156, 0.068359, 1.822266
-411.133, 0.068359, 1.824219
-412.109, 0.068359, 1.826172
-413.086, 0.087891, 1.828125
-414.063, 0.087891, 1.830078
-415.039, 0.087891, 1.832031
-416.016, 0.087891, 1.833984
-416.992, 0.097656, 1.835938
-417.969, 0.097656, 1.837891
-418.945, 0.097656, 1.839844
-419.922, 0.107422, 1.841797
-420.898, 0.107422, 1.84375
-421.875, 0.117188, 1.845703
-422.852, 0.117188, 1.847656
-423.828, 0.117188, 1.849609
-424.805, 0.126953, 1.851562
-425.781, 0.126953, 1.853516
-426.758, 0.136719, 1.855469
-427.734, 0.136719, 1.857422
-428.711, 0.136719, 1.859375
-429.688, 0.146484, 1.861328
-430.664, 0.166016, 1.863281
-431.641, 0.166016, 1.865234
-432.617, 0.175781, 1.867188
-433.594, 0.175781, 1.869141
-434.57, 0.185547, 1.871094
-435.547, 0.185547, 1.873047
-436.523, 0.195312, 1.875
-437.5, 0.195312, 1.876953
-438.477, 0.205078, 1.878906
-439.453, 0.214844, 1.880859
-440.43, 0.224609, 1.882812
