TIME ms, IN1, OUT1
-434.57, 1.699219, 2.806641
-435.547, 1.71875, 2.80957
-436.523, 1.71875, 2.8125
-437.5, 1.71875, 2.81543
-438.477, 1.71875, 2.818359
-439.453, 1.738281, 2.821289
-440.43, 1.738281, 2.824219
-441.406, 1.738281, 2.827148
-442.383, 1.738281, 2.830078
-443.359, 1.738281, 2.833008
-444.336, 1.757812, 2.835938
-445.313, 1.757812, 2.838867
-446.289, 1.757812, 2.841797
-447.266, 1.757812, 2.844726
-448.242, 1.757812, 2.847656
-449.219, 1.777344, 2.850586
-450.195, 1.777344, 2.853516
-451.172, 1.777344, 2.856445
-452.148, 1.777344, 2.859375
-453.125, 1.777344, 2.862304
-454.102, 1.816406, 2.865234
-455.078, 1.816406, 2.868164
-456.055, 1.816406, 2.871094
-457.031, 1.816406, 2.874023
-458.008, 1.816406, 2.876953
-458.984, 1.835938, 2.879883
-459.961, 1.835938, 2.882813
-460.938, 1.835938, 2.885742
-461.914, 1.835938, 2.888672
-462.891, 1.855469, 2.891602
-463.867, 1.855469, 2.894531
-464.844, 1.855469, 2.897461
-465.82, 1.855469, 2.900391
-466.797, 1.855469, 2.90332
-467.773, 1.875, 2.90625
-468.75, 1.875, 2.90918
-469.727, 1.875, 2.912109
-470.703, 1.875, 2.915039
-471.68, 1.875, 2.917969
-472.656, 1.894531, 2.920898
-473.633, 1.894531, 2.923828
-474.609, 1.894531, 2.926758
-475.586, 1.894531, 2.929687
-476.563, 1.894531, 2.932617
-477.539, 1.914062, 2.935546
-478.516, 1.914062, 2.938477
-479.492, 1.914062, 2.941406
-480.469, 1.914062, 2.944336
-481.445, 1.914062, 2.947265
-482.422, 1.933594, 2.950196
-483.398, 1.933594, 2.953125
-484.375, 1.933594, 2.956055
-485.352, 1.933594, 2.958985
-486.328, 1.953125, 2.961914
-487.305, 1.953125, 2.964843
-488.281, 1.953125, 2.967773
-489.258, 1.953125, 2.970703
-490.234, 1.953125, 2.973633
-491.211, 1.992188, 2.976562
-492.188, 1.992188, 2.979491
-493.164, 1.992188, 2.982423
-494.141, 1.992188, 2.985351
-495.117, 1.992188, 2.988283
-496.094, 2.011719, 2.991209
-497.07, 2.011719, 2.994139
-498.047, 2.011719, 2.99707
-499.023, 2.011719, 3
